Country Name,Indicator Name,Year,Value
Hungary,CO2 emissions (metric tons per capita),1987,7.95612952394
Hungary,Domestic credit provided by financial sector (% of GDP),1987,
Hungary,Electric power consumption (kWh per capita),1987,3424.65721155
Hungary,Energy use (kg of oil equivalent per capita),1987,2894.82745315
Hungary,Exports of goods and services (% of GDP),1987,
Hungary,Imports of goods and services (% of GDP),1987,
Iceland,CO2 emissions (metric tons per capita),1987,7.532101733110001
Iceland,Domestic credit provided by financial sector (% of GDP),1987,39.169161589299996
Iceland,Electric power consumption (kWh per capita),1987,15268.914296399998
Iceland,Energy use (kg of oil equivalent per capita),1987,7857.45488268
Iceland,Exports of goods and services (% of GDP),1987,33.5021628058
Iceland,Imports of goods and services (% of GDP),1987,34.5613535293
India,CO2 emissions (metric tons per capita),1987,0.597726136456
India,Domestic credit provided by financial sector (% of GDP),1987,50.07586927569999
India,Electric power consumption (kWh per capita),1987,220.88090868700002
India,Energy use (kg of oil equivalent per capita),1987,325.73809089400004
India,Exports of goods and services (% of GDP),1987,5.50798767009
India,Imports of goods and services (% of GDP),1987,6.85993099742
Indonesia,CO2 emissions (metric tons per capita),1987,0.7184145272310001
Indonesia,Domestic credit provided by financial sector (% of GDP),1987,24.358480301900002
Indonesia,Electric power consumption (kWh per capita),1987,104.338863934
Indonesia,Energy use (kg of oil equivalent per capita),1987,436.66323497900004
Indonesia,Exports of goods and services (% of GDP),1987,23.934258458600002
Indonesia,Imports of goods and services (% of GDP),1987,22.3974473996
"Iran, Islamic Rep.",CO2 emissions (metric tons per capita),1987,3.11958068915
"Iran, Islamic Rep.",Domestic credit provided by financial sector (% of GDP),1987,69.0732357182
"Iran, Islamic Rep.",Electric power consumption (kWh per capita),1987,808.314462497
"Iran, Islamic Rep.",Energy use (kg of oil equivalent per capita),1987,1079.85911122
"Iran, Islamic Rep.",Exports of goods and services (% of GDP),1987,9.157403211010001
"Iran, Islamic Rep.",Imports of goods and services (% of GDP),1987,8.727449926639999
Iraq,CO2 emissions (metric tons per capita),1987,3.2455332634599996
Iraq,Domestic credit provided by financial sector (% of GDP),1987,
Iraq,Electric power consumption (kWh per capita),1987,1309.21614642
Iraq,Energy use (kg of oil equivalent per capita),1987,958.1894716610001
Iraq,Exports of goods and services (% of GDP),1987,23.2221590909
Iraq,Imports of goods and services (% of GDP),1987,26.1272727273
Ireland,CO2 emissions (metric tons per capita),1987,8.5302990884
Ireland,Domestic credit provided by financial sector (% of GDP),1987,53.2774620644
Ireland,Electric power consumption (kWh per capita),1987,3414.63428414
Ireland,Energy use (kg of oil equivalent per capita),1987,2608.80658136
Ireland,Exports of goods and services (% of GDP),1987,52.3879927208
Ireland,Imports of goods and services (% of GDP),1987,48.2566357567
Isle of Man,CO2 emissions (metric tons per capita),1987,
Isle of Man,Domestic credit provided by financial sector (% of GDP),1987,
Isle of Man,Electric power consumption (kWh per capita),1987,
Isle of Man,Energy use (kg of oil equivalent per capita),1987,
Isle of Man,Exports of goods and services (% of GDP),1987,
Isle of Man,Imports of goods and services (% of GDP),1987,
Israel,CO2 emissions (metric tons per capita),1987,6.268060425730001
Israel,Domestic credit provided by financial sector (% of GDP),1987,123.252374352
Israel,Electric power consumption (kWh per capita),1987,3756.46601053
Israel,Energy use (kg of oil equivalent per capita),1987,2278.47928588
Israel,Exports of goods and services (% of GDP),1987,39.2049087989
Israel,Imports of goods and services (% of GDP),1987,57.0989201863
Italy,CO2 emissions (metric tons per capita),1987,6.77840612894
Italy,Domestic credit provided by financial sector (% of GDP),1987,82.0020481968
Italy,Electric power consumption (kWh per capita),1987,3662.66656168
Italy,Energy use (kg of oil equivalent per capita),1987,2407.25635314
Italy,Exports of goods and services (% of GDP),1987,18.0401657671
Italy,Imports of goods and services (% of GDP),1987,17.6316354726
Jamaica,CO2 emissions (metric tons per capita),1987,2.29011996937
Jamaica,Domestic credit provided by financial sector (% of GDP),1987,54.4340912387
Jamaica,Electric power consumption (kWh per capita),1987,649.621373266
Jamaica,Energy use (kg of oil equivalent per capita),1987,765.4628605460001
Jamaica,Exports of goods and services (% of GDP),1987,46.601790970399996
Jamaica,Imports of goods and services (% of GDP),1987,46.267436913000004
Japan,CO2 emissions (metric tons per capita),1987,7.4185184165899996
Japan,Domestic credit provided by financial sector (% of GDP),1987,240.26232771099998
Japan,Electric power consumption (kWh per capita),1987,5639.94889058
Japan,Energy use (kg of oil equivalent per capita),1987,3044.11508629
Japan,Exports of goods and services (% of GDP),1987,10.1465037367
Japan,Imports of goods and services (% of GDP),1987,7.20569325521
Jordan,CO2 emissions (metric tons per capita),1987,3.23991088903
Jordan,Domestic credit provided by financial sector (% of GDP),1987,95.8501694177
Jordan,Electric power consumption (kWh per capita),1987,896.273373773
Jordan,Energy use (kg of oil equivalent per capita),1987,998.355658577
Jordan,Exports of goods and services (% of GDP),1987,33.0684721592
Jordan,Imports of goods and services (% of GDP),1987,57.7102125211
Kazakhstan,CO2 emissions (metric tons per capita),1987,
Kazakhstan,Domestic credit provided by financial sector (% of GDP),1987,
Kazakhstan,Electric power consumption (kWh per capita),1987,
Kazakhstan,Energy use (kg of oil equivalent per capita),1987,
Kazakhstan,Exports of goods and services (% of GDP),1987,
Kazakhstan,Imports of goods and services (% of GDP),1987,
Kenya,CO2 emissions (metric tons per capita),1987,0.244751788334
Kenya,Domestic credit provided by financial sector (% of GDP),1987,37.466239054
Kenya,Electric power consumption (kWh per capita),1987,125.11622327399999
Kenya,Energy use (kg of oil equivalent per capita),1987,464.00933684
Kenya,Exports of goods and services (% of GDP),1987,21.3052213474
Kenya,Imports of goods and services (% of GDP),1987,26.397546658200003
Kiribati,CO2 emissions (metric tons per capita),1987,0.327108917368
Kiribati,Domestic credit provided by financial sector (% of GDP),1987,
Kiribati,Electric power consumption (kWh per capita),1987,
Kiribati,Energy use (kg of oil equivalent per capita),1987,
Kiribati,Exports of goods and services (% of GDP),1987,29.3266666667
Kiribati,Imports of goods and services (% of GDP),1987,109.975
"Korea, Dem. People�s Rep.",CO2 emissions (metric tons per capita),1987,
"Korea, Dem. People�s Rep.",Domestic credit provided by financial sector (% of GDP),1987,
"Korea, Dem. People�s Rep.",Electric power consumption (kWh per capita),1987,1215.44075244
"Korea, Dem. People�s Rep.",Energy use (kg of oil equivalent per capita),1987,1764.08289823
"Korea, Dem. People�s Rep.",Exports of goods and services (% of GDP),1987,
"Korea, Dem. People�s Rep.",Imports of goods and services (% of GDP),1987,
"Korea, Rep.",CO2 emissions (metric tons per capita),1987,4.62884887663
"Korea, Rep.",Domestic credit provided by financial sector (% of GDP),1987,45.6008061367
"Korea, Rep.",Electric power consumption (kWh per capita),1987,1674.24724945
"Korea, Rep.",Energy use (kg of oil equivalent per capita),1987,1579.66574639
"Korea, Rep.",Exports of goods and services (% of GDP),1987,35.4878890282
"Korea, Rep.",Imports of goods and services (% of GDP),1987,28.930822167600002
Kosovo,CO2 emissions (metric tons per capita),1987,
Kosovo,Domestic credit provided by financial sector (% of GDP),1987,
Kosovo,Electric power consumption (kWh per capita),1987,
Kosovo,Energy use (kg of oil equivalent per capita),1987,
Kosovo,Exports of goods and services (% of GDP),1987,
Kosovo,Imports of goods and services (% of GDP),1987,
Kuwait,CO2 emissions (metric tons per capita),1987,16.4082452619
Kuwait,Domestic credit provided by financial sector (% of GDP),1987,75.6658134363
Kuwait,Electric power consumption (kWh per capita),1987,8730.15459214
Kuwait,Energy use (kg of oil equivalent per capita),1987,8616.57655309
Kuwait,Exports of goods and services (% of GDP),1987,52.5401349667
Kuwait,Imports of goods and services (% of GDP),1987,37.1230117089
Kyrgyz Republic,CO2 emissions (metric tons per capita),1987,
Kyrgyz Republic,Domestic credit provided by financial sector (% of GDP),1987,
Kyrgyz Republic,Electric power consumption (kWh per capita),1987,
Kyrgyz Republic,Energy use (kg of oil equivalent per capita),1987,
Kyrgyz Republic,Exports of goods and services (% of GDP),1987,
Kyrgyz Republic,Imports of goods and services (% of GDP),1987,
Lao PDR,CO2 emissions (metric tons per capita),1987,0.05366250533369999
Lao PDR,Domestic credit provided by financial sector (% of GDP),1987,
Lao PDR,Electric power consumption (kWh per capita),1987,
Lao PDR,Energy use (kg of oil equivalent per capita),1987,
Lao PDR,Exports of goods and services (% of GDP),1987,6.0924368436
Lao PDR,Imports of goods and services (% of GDP),1987,14.023108521600001
Latvia,CO2 emissions (metric tons per capita),1987,
Latvia,Domestic credit provided by financial sector (% of GDP),1987,
Latvia,Electric power consumption (kWh per capita),1987,
Latvia,Energy use (kg of oil equivalent per capita),1987,
Latvia,Exports of goods and services (% of GDP),1987,
Latvia,Imports of goods and services (% of GDP),1987,
Lebanon,CO2 emissions (metric tons per capita),1987,2.98197914663
Lebanon,Domestic credit provided by financial sector (% of GDP),1987,
Lebanon,Electric power consumption (kWh per capita),1987,1562.76780549
Lebanon,Energy use (kg of oil equivalent per capita),1987,996.9433219739999
Lebanon,Exports of goods and services (% of GDP),1987,
Lebanon,Imports of goods and services (% of GDP),1987,
Lesotho,CO2 emissions (metric tons per capita),1987,
Lesotho,Domestic credit provided by financial sector (% of GDP),1987,36.6331502127
Lesotho,Electric power consumption (kWh per capita),1987,
Lesotho,Energy use (kg of oil equivalent per capita),1987,
Lesotho,Exports of goods and services (% of GDP),1987,
Lesotho,Imports of goods and services (% of GDP),1987,
Liberia,CO2 emissions (metric tons per capita),1987,0.348967126915
Liberia,Domestic credit provided by financial sector (% of GDP),1987,10.2388198255
Liberia,Electric power consumption (kWh per capita),1987,
Liberia,Energy use (kg of oil equivalent per capita),1987,
Liberia,Exports of goods and services (% of GDP),1987,
Liberia,Imports of goods and services (% of GDP),1987,
Libya,CO2 emissions (metric tons per capita),1987,7.988109312789999
Libya,Domestic credit provided by financial sector (% of GDP),1987,
Libya,Electric power consumption (kWh per capita),1987,1440.80484919
Libya,Energy use (kg of oil equivalent per capita),1987,2700.28315715
Libya,Exports of goods and services (% of GDP),1987,
Libya,Imports of goods and services (% of GDP),1987,
Liechtenstein,CO2 emissions (metric tons per capita),1987,
Liechtenstein,Domestic credit provided by financial sector (% of GDP),1987,
Liechtenstein,Electric power consumption (kWh per capita),1987,
Liechtenstein,Energy use (kg of oil equivalent per capita),1987,
Liechtenstein,Exports of goods and services (% of GDP),1987,
Liechtenstein,Imports of goods and services (% of GDP),1987,
Lithuania,CO2 emissions (metric tons per capita),1987,
Lithuania,Domestic credit provided by financial sector (% of GDP),1987,
Lithuania,Electric power consumption (kWh per capita),1987,
Lithuania,Energy use (kg of oil equivalent per capita),1987,
Lithuania,Exports of goods and services (% of GDP),1987,
Lithuania,Imports of goods and services (% of GDP),1987,
Luxembourg,CO2 emissions (metric tons per capita),1987,23.3817612947
Luxembourg,Domestic credit provided by financial sector (% of GDP),1987,87.6073477348
Luxembourg,Electric power consumption (kWh per capita),1987,12275.118004
Luxembourg,Energy use (kg of oil equivalent per capita),1987,7942.94807822
Luxembourg,Exports of goods and services (% of GDP),1987,105.65093352
Luxembourg,Imports of goods and services (% of GDP),1987,97.192704854
"Macao SAR, China",CO2 emissions (metric tons per capita),1987,3.01174629248
"Macao SAR, China",Domestic credit provided by financial sector (% of GDP),1987,57.1802858434
"Macao SAR, China",Electric power consumption (kWh per capita),1987,
"Macao SAR, China",Energy use (kg of oil equivalent per capita),1987,
